topic cluster	importances
dealnthunder AND dealnspurs AND idiots AND win AND plenty AND score AND lost AND deal AND excuses AND dealnit AND parker AND playoff AND awesome AND seem AND acknowledge AND teams AND thunder AND loss AND dealnmanu AND lot AND big AND period AND waste AND dealnnthe AND points AND dealndurantwestbrookharden AND games AND game AND dealntony AND road AND series AND making AND 75	1.69
