0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17
0.5903077622156742	0.5849708301922307	0.5881501530233345	0.5943428524880138	0.5920100941277412	0.5918112337267903	0.5920686670755994	0.5965464067466332	0.591979564410801	0.5905245788871039	0.5603803256385417	0.0	0.00338409475465313	0.13493735068987375	0.3280733039448565	0.56996336996337	0.17425658453695836	0.1509652076318743
0.5881958603104879	0.5831806224718384	0.5936301967673151	0.5959645870182969	0.5689157180521075	0.6028691263985825	0.5941194854528188	0.5949761923473899	0.6015460268700547	0.5851972946494967								
0.602504348537868	0.5983656650894428	0.5896517120987913	0.6044659108749015	0.5971854087642884	0.5938618819974751	0.5925333296999963	0.6009098428453267	0.599345302299556	0.6039802713191458								
0.5895895242927206	0.6016613853085552	0.5858265499397528	0.6003333744906779	0.6091921708942986	0.6055488731324385	0.6032539864160869	0.6111186350486821	0.6026240915946799	0.5922715098355581								
0.6044657094082495	0.606751400229661	0.5979722244795833	0.5999853124770507	0.5981759133053998	0.5932685262167935	0.6027741147741147	0.5964492259034048	0.604378908561832	0.5937917549291184								
0.6036251407850758	0.5948099157281099	0.5962281069686126	0.598587952894173	0.5956262282774306	0.5996869738667615	0.5988543421918117	0.6116733507680436	0.5980188281946853	0.5991615928720165								
0.6042676228814193	0.6045720262221496	0.601553784986911	0.5887362463018967	0.5973495221738082	0.5974470026854278	0.5901670495183212	0.6018172077153311	0.601362637253218	0.5943943696752686								
0.596861616526321	0.6047666092388567	0.605010665996086	0.5971479800516786	0.6068231611893583	0.6041942154834752	0.6002279900888912	0.6107476815537082	0.6061677945208229	0.5936825451309499								
0.607227206636566	0.6080011463961301	0.5962087980613638	0.6063462677309291	0.6013878373591686	0.5920626392159118	0.6108207994426015	0.6089038013783549	0.6035587915103133	0.6027189438210468								
0.6063483254027061	0.6081688633328265	0.6085350887610774	0.6071161992146991	0.6059187362721473	0.6023035145503804	0.6111331316100111	0.6098924479775544	0.6026430810829998	0.604387235914651								
0.6020418402935656	0.602592318222237	0.6036237880033721	0.6248589913444407	0.6072762056482871	0.6035311506913942	0.6076828357062459	0.6104389703773371	0.6016955533135568	0.6078064133323013								
0.6060726245001457	0.6089619379500247	0.6059521801411262	0.60565409690998	0.6247044594436425	0.6126166733557675	0.6064478084638006	0.6220814628275173	0.6102741728969218	0.6136567512911938								
0.6076146226606585	0.6216905513723585	0.6207230111393596	0.6048320376003992	0.6261460830591452	0.6047497446373851	0.6091583320132671	0.6158059531008533	0.625083530769698	0.6145705062560316								
0.6305130825264897	0.6316025639639212	0.6240273214311761	0.6263651103083945	0.625580286284425	0.6151997512291629	0.6237480213308517	0.6118191533071463	0.6121259963640244	0.6250353680899757								
0.6150061880392022	0.6167814629713766	0.6138983307750037	0.6291946839266968	0.6077330601375398	0.6231934470426678	0.6172284644194757	0.6189115212044064	0.6252094985371164	0.6194455918805405								
0.6241492891161473	0.6179637115360689	0.6214426128938709	0.6178505721144013	0.6156499051668581	0.6137036812174933	0.6089563770923857	0.6218685422858109	0.6097943837033021	0.6196096799375489								
0.6172780009647437	0.622212201378868	0.6254446649817913	0.6089388264669163	0.6267863324243425	0.6180568609635463	0.6107929215220018	0.622124704440164	0.6268281464359896	0.6328553619365181								
0.6213431035613894	0.6141339380206451	0.6238208657973706	0.6268896536443949	0.615921250844112	0.6161195802917235	0.625455136893467	0.6219779101135033	0.6145844750288361	0.6258310888734072								
0.618338226915952	0.6124282078717328	0.6176897454946235	0.6248893276168991	0.6196421306098726	0.6084486944884051	0.6167923519198307	0.6210504874633068	0.6295137780163489	0.6348839233811131								
0.6245212679257939	0.6129070867058108	0.6156004149524281	0.6219652651711811	0.6148525539696289	0.6130073733914102	0.6188984165893716	0.6302311209986405	0.6185530401906586	0.6207488425028124								
0.6239525955518785	0.6191247352713356	0.6094078007089688	0.6132100691406381	0.6210554343047532	0.6297361972135951	0.6176041196939132	0.6169485380843006	0.6226826439669478	0.6137605399215795								
